Stemming,label
anies omong manis bangatkao buat pikir rencana orang miskinjustru eksekusi susah,negative
prabowo kim jong un indonesia,neutral
iya allah allah takdir anies presiden tolong indonesia kezoliman mohon lindung anies curang mudah presiden indonesia,negative
pilih presiden suka kerja tanya,positive
resep baca komen komennyabrwakanda milu pilih umum presiden menang tentu kobrwkwkwk,positive
komen cermin asa cari video kuliah bangsa interview review kakak pandji beliau cari kritik beliau kanal oposisi susah misahin argument benar ngejelekin doang,negative
paham anies berkualitasbr contoh buka lapang kerja sebanyakdari sektor umkm ajmasik pakdan upah kecilbruntuk energi masak hutan tropis ambil apabrdan aku gagas jokowitetang kendara bantrai,positive
tonton langsung lewat ganjar pranowo,neutral
prabowo kocak presiden bikin podcast kesini iya kocak,positive
kali milu pilih prabowotapi kali biar prabowo presiden indonesia,neutral
calon presiden anies hidup kampus indonesia intimidasi intervensi kuasa,neutral
tuju dukung gagas hasil cepat alam prabowo perintah menteri tahan,neutral
masuk akal ide gagas anies baswedan guru presiden,neutral
tonton coba banding beli kuota izin cuti tonton,neutral
iya pikir pilih rakyat indonesia turut iya anies baswedan,neutral
jos tenanbicaramu sesuae rekam jejak kakak kakak anissalam seking porwodadi,positive
om prabowo dsruh relaksasi marah,neutral
orang bodoh nama relaksasi tuh renung marah,negative
gila universitas gajah mada bikin acara universitas indonesia kalah telak,neutral
dukung ganjar pranowo rekam jejak uji kerjakerja nyata jawa lanjut bangun bangsa negara indonesia,neutral
tunggu peristiwa tonton porno rame istsna negara wkwkwkw,neutral
anies jelasin gagas ubah ilmiah muka senang ngejelasin keren,positive
komen brrata anies prabowodi survey ganjar survey internal iya,neutral
ay lap puuullll presiden arb amin insha allah presiden pilih,neutral
ganjar ngeremehin najwa shihab bakal calon presiden nyaman,neutral
kakak nana cecar usaha sudut ganjartapi its oke ganjar top,positive
ganjar doang kali lihat gaya kakak nana prabwoo anies cecar beda bijak blunder,neutral
universitas gajah mada non formal universitas indonesia formalbrbrada minus,neutral
calon presiden percaya endos kuasa,neutral
anies pintar cocok plesident ganjar politikus alam prabowo sepuh,neutral
tipu lihat latar belakang memberikanbuktinyata inti pecah prbedaan dapat indonesia bhineka tunggal ika inti presiden moga indonesia brdelbalidel,neutral
ganjar tolong jawa tengah lapang kerja banjarnegara,neutral
kakak najwa shihab channelnya netral pihak bikin poling channel seru ayo kakak coba channel pihak menang iya ltu tonton rawan bedasemua komplit,positive
pantau calon presiden baik baikbrtp anies masuk akal bahan timbang coblos milu nantibrprabowo branies brganjar,neutral
moga pimpin adil rakyat indonesia,positive
pergi ganjarbrbrgo pdipbrbrgo harun mas,neutral
rubah gampang gagas gagas jalan sangsi hukum,neutral
pol anies asli jogja dukung anies,neutral
pandang gagas ganjar relevan bakal calon presiden alam mumpuni legislatif eksekutif kuasa materi anies teori bagus realisasi prabowo sesuai tanya ganjar,neutral
gagas ganjar bagus relevan semangat ganjar,neutral
ayo ayo kasih sempat anies baswedan presiden indonesia,neutral
ganjar brbicara kpk dirubahbrbicara desa regulasi dirubahbrbicara didik dirubahbrbrpak anies senyum,neutral
rubah ngulanh indonesia maju beda pimpin beda prigram ulang belakamg lanjut rubah bacot,neutral
prabowo umur senior harta tulus cari dunia kecuali makmur negeri,neutral
cinta prabowotapi cinta gagas anies cepat lugas rilex cerdas,positive
anies presiden parkir air tambah sumur resap banyyak patung bambu,neutral
gagas implementasi jujur suka anies ide takut andai ide implementasi keren lihat ibukota,positive
mual banyak ide ide wan abut biaya tongasal omong,negative
takut biaya keluar jamin biaya efektif followup anies,neutral
butuh pimpin pintar butuh pimpin kerja realisasi nyata,positive
prabowo gagas utara bgm tau,neutral
pandang pikul tanggungjawab orang tua beban berkacakaca masyaallah,negative
anies rasit baswedan persiden indonesia,neutral
ganjar tekan kanan kiri kokoh,neutral
orang putra indonesiasilahkan pilih indonesia tangan andajgn sikut benci,negative
omong lancarnanti presiden lp diomongkl presiden jaamerakyat,neutral
gagas omong kosongbr rubah apa brmereka kuasa tuju licin jalan an,negative
komen buzzer anies daring iya brampe tertawa baca brkebanyakan buzzer tonton jago tonton putus objektif,neutral
nontonin buzzer coba libat part ganjar ngeremehin najwa shihab blunder yaampun omong titik hand orang buzzer prabowo usia bagus gagas erti ganjar,negative
ganjar blunder prabowo blundernya tampil akhirbrbagus gagasanya prabowo tampil dejavu debat pilih umum presiden brsemoga performa tahan debat gagas sesuai universitas indonesia,positive
swtn blunder sebenrnya sesuai omong aset kembang gara jabat but,negative
banyak contoh rakyat pusing bakal calon presiden,negative
ganjar jurus cerita bikin mumet titik terima akal sehatdi mana intelek,negative
sumpahsangat presiden ganjar pranowo bismillah ganjar presiden mantap,positive
maaf dukung bakal calon presiden dukung kelompok organisasi milik sentimen anti pluralisme kebhinekaanbrbrpoin dukung muda cepat paham birokrasi rakyat pimpin daerah bisa retrorika manis minim aksi,negative
food estate gagal hoak kah,negative
tegas ganjar kakak nana dasar alam uji latar beliau anggota dewan gubernur gaspolll indonesia ganjar,neutral
nama ganjar pranowo partai nama prabowo anies tau wkkwwk takut pimpin pandai bicara liar realita tertawa,neutral
lihat prabowo bicara hati tulus mantap,positive
anies intellect prabowo strategist ganjar populist,neutral
dongeng tinggal nelen sesuai prefensi laku menang pilih umum presiden pecah belah teori vide conquer menang iya orang elit politik jatah kursi kuasa democrazy rakyat alat,neutral
anies huru hara masyarakat pilih,negative
anies calon presiden harap rakyat,neutral
bilang alam periode jawa tengah pimpin ganjar propinsi miskin jawa banjir rob atas jalan propinsi rusakbrpetani sulit pupuk ump rendah jawa,neutral
sesal ana lisanya sumpah pemuda gunung kejar lari janjisemeru hasrat cinta buntu,negative
asli tonton anies sesuai omong cermin menang,neutral
anies intelektual ukur sistematik ide gagasanbrganjar interestik gagasanbrprabowo visioner lemah narasi powerfull,negative
tuju anies gagas eksekusi kosong,negative
nilai orang harga dapat orang,positive
keluar sehat didik pandang cost pandang investasi good kerja anies baswedan,neutral
tol kalimat pandang eksekusibuzzer goblok iya,negative
ubah pikir butuh sulap langsung pikir tau investasi pandang investasi gapapa butuh dana hidup alam mimpi gapapa pikir realita butuh dana dana ngandalin pikir tidur pikir positif wkwkww,positive
anies khianat rekan koalisi khianat rakyatingat waspada penghianat,negative
jengkal tanah sembah rakyat jalan tol anggap investasi rakyat kelak investasi lipat rakyat rakyat tonton lalang kendara orang jalan tol konsep anies baswedan,neutral
tege dwgagatue dimanae itue propeshi kamp asing promo zing,neutral
sekian komen respon positif prabowo anies dominan,positive
mudah kotak suara kardus gembok,neutral
gagas renewable energy climate change ayat ayat basi,neutral
beliau cerdas universitas kolam beliau,positive
segi bicara pintar pikir logis prabowo ganjar bikin janji manis realistis,positive
suka komentar sehat pilih anies komentar hujat suka,positive
bakal calon presiden anies sesuai ngalor ngidul sambung dgan,neutral
suka komentar sehat tentutidak pilih anies komentar hujat suka,positive
gubernur jakarta jakarta masalah kompleks anies bukti beliau komunikator negosiator eksekutor dsb diplomator bincang dubes korps diplomatik negara sahabat balaikota jakarta paket komplit,neutral
anies baswedan cerdas insyaallah indonesia maju adil rakyat indonesia,positive
wkwkkw gaheran gampang diboongin jems tertawa,negative
orang bodoh memang jadi presiden tertawa,negative
marak larang ibadah minoritas tega hukumyg konstitusi,negative
nana tolong ganjar janji jokowi satelit jabat beli ijaza jokowi wadas rempang,neutral
rember thing peduli anyone fluent bicara want orang knows work,negative
kesimpulanbranies pro rakyat adil ekonomibrganjar bahas pribadi artis main tiktok eh ehbrprabowo komen usia,neutral
anies pintar omong pilih demo puter kalahbrbrganjar priode rekam jejak brprabowo alam mimpin masyaratkat mimpin pasu oke,positive
sisi meosionalnya sesuai debat calon presiden brsulit kali makeup asli,neutral
omong pintar aibon tipu wkwkwkjkt rusak bikin,negative
mari pilih pimpin latar belakang pecat,neutral
ganjar kopeten calon mampu presiden periode orang jawa tengah jawa asli sokong pedeipe partai demokrasi indonesia brya moga presiden sekarangbrgua pesimis calon menang lawan ganjar raja partai demokrasi indonesia,neutral
mesti pilih orang menang tau sendiri,negative
gila parah sihklo sampeee orang awam dengar manissss fakta nolseperti udhmaniss bibirr praktekkbrsemoga masyakarat indonesia bijak memilihjgn makan omong manis,negative
pilih calon usang miskin ide keren presiden jujur cerdas prestasi tiga calon kayak anies orang,neutral
calon presiden nilai pilih indonesia bawa kemanabrbrdan jomplang perbedaannyabrantara anies ganjar prabowobrbrgak sekolah nilai inibrsemoga rakyat indonesia salah pilihbrbrklo pilih anies brboleh tuju,negative
ganjar bicara data statistik akurat,neutral
bacot data ngumpulin grup buzer pdip iya kosong,neutral
ganjar gamblang jelasbr nazawabrdidoakan ganjar presiden brbrpenampilan keren ganjarbrnajwa tampil kerenbrdan berpendidikancocokpas,neutral
anies gagas bagus laku jabat ganjar gagas bagus suruh cari suruh baca buku ganjar kongkrit prabowo bagus gagas tingkah lucu,positive
ganjar mpe nemu menit orang suruh baca buku,neutral
pimpin butuh rakyatbrrakyat butuh pemimpinbrtimbal sama prioritas utamabrbrytta,positive
lihat sesi anies baswedan prabowo brkarena jujur kandidat pilih salah,neutral
objektif orang objektif tonton tiga,neutral
swtnsaya objektif buang tonton sesi ganjar,neutral
cfjhzvhtolol orang tau maju calon presiden putar yakali anies partai,negative
bagus anies berbicarabrtak ragu brjago mulut busa,positive
jarang dengar eee eee anies baswedan top,neutral
orang publik speakinnya bagus kerja tertawa,positive
iya cerdas bicara tau realisasi,positive
aduh pusing atuk ganjar dongeng,negative
tanda cerdas kelabu pandai janji manies,negative
alhamdulilah malam dengar anies haru doa serta anies moga allah mudah presiden republik indonesia,positive
contoh terang derang jakarta tata acak adul tebang mahoni bongkar pasang trotoar dsb indonesia pimpin orang acak adul omong tukang obat jago nisorang kerja nyata omong kosong,negative
salah fatal rumah kurang beras santun rumah orang,negative
anies cocok presiden gagas mudah erti omong doang lebar mana ketemu simpul sentuh harap rakyat,negative
air masuk tanah gorong lawan sunatulloh,negative
fakta tinggal jakarta tau anies omong kosong,negative
asli jakarta hasil karya aniesbuzzer ahoker terima hasil karya anieswkwkw,neutral
anies kurang ngibulnya jakarta saksi munafik brmantap ganjar pranowo,negative
suka bakal calon presiden pegang kakak nana closethedor bromded cocok,neutral
insaallah anies baswedan presiden amin,neutral
anies banyak mulut manis kerja banyak nihil,negative
komentar brketik dukung kalianbra aniesbrb ganjarbrc prabowo,neutral
semangat nasdem semangat pkb semangat pks semangat anies cak imin semangat semangat ubah,positive
dukung pdip pilih ganjar benci anggap buruk zaman era jokowi notabene kader pdip indonesia alami maju pesat tengah kondisi ekonomi dunia besyukur era bebas bicara kritik bungkam era orde,positive
oke ketimbang umbar media undang podcast sesuai sesi melempem teriak etika orang wawancara miris lihat brbravo mbak nana grup bagus universitas gajah mada brsemoga milu laksana aman sukses satu anak bangsa,positive
iya buzzernya anies kerja malam,neutral
bebas ngawur brkita manusia timur adab toto kromo brpresiden pimpin orang tua rakyat mesti hormat ukur orang etika sebut nama itu sopan alangkah santun semat beliau presiden pimpin,positive
hasil rekam jejak anies anies jabat gubernur jakarta persentase warga miskin persentase anak putus sekolah tinggi negara satu republik indonesia akhir jabatannyadengan apbd rupiah triliun pertahuna,neutral
miris ganjar bodoh masuk salah prov miskin indonesia umr rendah,negative
pilih rasional gagas anies baik brsemua gagas tiga bakal calon presiden gagas anies terbaikbra,positive
awas sesal lihat noh jakarta,negative
komen jenis mulubrgiliran dtnya data mlempembryg cerewet warga jakartabrskrg jakartabrberani banding jawa,neutral
ganjar alam pimpin masyarakat kompleks,neutral
sesuai prabowo gilir chat mati,negative
pilih moga amanah kalah statmen gaduh milu demo rusuh fasilitas rusak bentrok ujung kutu,negative
mohon maaf anies bukti isi otak,negative
uban cocok standup komedi pemimipin brbrterima kasih mata najwa cerdas anies baswedan,positive
top buka lagu indonesia raya versi lengkap,neutral
jujur panggung milik anies ide gagas solusi dada indonesia terimakasih kakak najwa forum diskusi,neutral
anies akademidi mantan pimpin daerah maju daerah maski jadi jakarta maju sejahtera,neutral
prabowo joosstegas luas wibawa insyallah presiden prabowo,positive
air masuk tanah gorong lawan sunatulloh,negative
gagas nilai gagas mudah masuk akal inti mutar,neutral
puas ganjar ide gagasanbrsaya puas,positive
ganjar lupa shalat subuh dilive,neutral
pesan sang brternyata pesan doa satu qalbu sang anak harap orang pimpin negeri bra,neutral
anies banyak pandai bicara urus jakarta adil rakyat indonesia presiden tengok kepapua butuh bukti bicara,negative
indonesia ciri dominasi dunia alat tawar indonesia indonesia nuklir biar alat tekanbrtetangga main nuklir,neutral
mudah allah kabul doa menang anies gus muhaimin iskandar calon presiden depan iya allah amin,neutral
sepuhgagasannya gagas jadulngasih makan gratis bla bla blaitu ide konyoludah wolu istirahat ajabicaramu mutu,negative
didik sehat lihat cost lihat bentuk investasi,neutral
kakak nana acara jadi tour pelosok daerah provinsi biar calon paham resah masyarakat situ acu tata rencana strategis realistis wacana jamin janji,neutral
pilih pandji pragiwaksono indonesia hahahihi,neutral
moga niat prabowo wujud orang semangat bangsa negara tinggal wakil imbang contoh rk,neutral
