;text;label
17648;ayo buzer kerja keras jatuhin anies baswedan gaji fitnah;negative
17649;asli garing kali ganjar warga jawa tengah sesal lihat kerja semenjak gubenur;negative
17650;dapat batas benar akun goblok;neutral
17651;wow bagus gagas anies iya calon gubernur sesuai gubernur realisanya;positive
17652;omong gagas tokngomong budet jelasnisssss niss;negative
17653;anies negeri biaya pulang pergi indonesia ketua organisasi cari dukung;neutral
17654;bakal calon presiden nyata utara hati anies baswedan;neutral
17655;bikin dongengkata manis iya juara aniskarena katay manistapi iklas prabowomaju prabowo;positive
17656;mantap pilih prabowo subianto presiden republik indonesia;positive
17657;pilih calon presiden rekam jejak uji anies bukti calon presiden prabowo;neutral
17658;jago gagas jago kerja nyata speertinya rambut putih tegas tulus rakyat bagus bimbang pilih;positive
17659;orang jabat orang pintar cerdasbrkarna jabat indonesia uang sampanbrbrtapi bicara calon presiden nama tesebutsaya cerdas anies baswedanbrdan beliau calon presiden benarbenar pimpin maju rakyat indonesiabukan pimpin kuasa partai;positive
17660;mliht cslon indonesia anies beda degn ganjar bowobr prtanyaan jwabn nymbung anisbrgk dongeng seprti prabowo;neutral
17661;menit akhirbrpenutup prabowo subiantobrsemoga citacitamu indonesia bangsa hormat martabat diri atas kaki tercapaibrdan moga pimpin indonesia martabat tersebutbramin iya rabbal alamin;positive
17662;om prabowo udzur generasi bapak;neutral
17663;pakai powerpoint kuat titik pakai powerpoint bingung presentasi nyabrbrini tanda gagas murni hasil refleksi pikir alam alami lekat pikir anies;positive
17664;maklum baljr presentasi ppt siapin bingung;neutral
17665;bikin ppt grup sukses suruh ngapalin;neutral
17666;ajar gubernur jakarta jakartabrterlepas benci ahok bodoh masyarakat jabat;negative
17667;anies habis gagas kurang salam ubah;negative
17668;insyaallah anies baswedan presiden indonesia amin iya allah;neutral
17669;calon presiden anies baswedan lahyang gagas mudah erti paham;neutral
17670;startbra rektor ugmbra openingbra najwa shihabbra bakal calon presiden anies baswedanbra bakal calon presiden ganjar pranowobra pandji pragiwaksonobra bakal calon presiden prabowo subianto;neutral
17671;komentar atas baru dukung anies komentar bawah dukung prabowo isi komentar penuh dukung anies prabowo;neutral
17672;acara gagas bicara bohong doang rekam jejak alam hadil kerja oke;neutral
17673;kecewa calon tele kayak golput brbrkualitasnya jokowi;negative
17674;pesan singkat netizen fanatik politik pilih calon presiden alangkah memcela hina ataw olok olok beda calon presiden calon presiden anak bangsa cita maju makmur bangsa negara hina negara kontribusi bangsa mikirr saing sehat;negative
17675;kirakira generasi milenial gen pilih nihbrkarena dialog target sasar generasi;neutral
17676;prabowo rangkai narasi ketulusandan ide cermin turut;neutral
17677;prabowo realistis janji hukum mati koruptor;negative
17678;hukum mati pimpin kaji tahun hukum mati rawan salah sasar jebak orang paksa korupsi lenyap hukum indonesia;negative
17679;anies bagus jawab prabowo lucu satu;positive
17680;acara edukasi masyarakat indonesia rakyat cermat calon presiden layak pilih merdeka bisnis oligarki mafia sumber daya alam indonesia;neutral
17681;jelas anies mudah erti lancar cerdas bijaksana moga rezeki anies presiden indonesia amin;positive
17682;cari rezeki mending usaha presiden;positive
17683;tuju jelas ganjar mudah erti lancar cerdas bijaksana moga rezeki ganjar presiden indonesia amin;positive
17684;ngarepdia omong doangsdh bukti dijakarta;negative
17685;pancing pintar cerdas bukti lihat prabowo kali kali jatuhkalah pilih umum presiden bangkit jiwa prajurit indonesia setia bukti tri tahan ubah baik prabowo;positive
17686;negara satu republik indonesia harga mati granjar pranowo nahkoda bangsa ganjar harga mati;neutral
17687;coba narasi bikin survei elektabilitas calon presiden insha allah nyata narasi mata najwa independent rakyat tugas partai bismillah ubah arah adil indonesia anies rasyid baswedan;neutral
17688;tertawa iya berani nama presiden lantang nama negara nama menteri bobrok bobrok detail bilang demokrasi indonesia oke oke;negative
17689;bebas caci maki iya atur hukum biar bebas buat;neutral
17690;calon presiden gagas tampil solusi tawar kutip anies temu dialog contoh gagas ganjar tantang korupsi persis anies dialog mahasiswa universitas indonesia beliau pakai contek ppt ehbrbrjd iya kualitas gagas;neutral
17691;tahu original contek narasi ubah modal malu;neutral
17692;bagus acara bukti rekam jejaknyadan langsung hasil alam kerja;positive
17693;ngeri buzzernya anies kali gulir komentar dukung anies;neutral
17694;pilih prabowo orang tulus iklas erti daulat negara;positive
17695;patriotbrseberapa makmur negara gantung dalam jiwa kepatriotisan pimpin rakyatnyabrprabowoanisganjar kepatriotisan brtapi prabowo subiantolah jiwa kepatriotisannya tonjol;positive
17696;mprut anies omong mah gampang drun;negative
17697;universitas gajah mada mata najwa baik moga indonesia maju aman tenteram jaya negeri;positive
17698;tukang ngibulmau coba ngibulin rakyatawas kibulin;negative
17699;bazzer anies komentar dana kucur;negative
17700;pikir aneh kali komentar ting;negative
17701;manusia lahir dunia bekal naluri baik sang cipta bawa perut sosok juta duduk pihak dukung najwa sihab tutup piawai;neutral
17702;dzolim kalah calon presiden miskin koalisi usik hati rakyat bohong uang hasil korupsi hasil peras rakyat;negative
17703;masya allah ganjar mantap layak mejadi menteri presiden anies baswedan nantibrkalo prabowo jujur kayak umur bohong sempat mudamuda;neutral
17704;praroro omong food estater zonkitu kuasa tanah ikn praroro milik lahan;neutral
17705;kali dengar indonesia raya stanza umur terimakasih mata najwasaya tau;neutral
17706;prabowo realistis pilih apa politik uang marak tabu prabowo terima uang uang uang rakyat pilih sesuai hati nurani coblos budaya politik uang efektif ahirnya kelamaam hilang;positive
17707;less bicara more prabowo be presiden;neutral
17708;kali calon ide gagas karakter kuat lemah gantung mimpi salah langsung perubahaannya makmur dsb biar tuhan tentu pimpin negeri cinta;positive
17709;komentar puji anies angka usernamenya buzzer mohon pencerhananya sepuhh;neutral
17710;kes aneh natural komentar dividio rencana struktur sistematis anies dripd calon;negative
17711;bdari ganjar tau jokowib ceramah gagas apa rencana rakyat korupsi jamaah harun mas sembunyi tambah kartu tanda duduk elektronik putus kasus;negative
17712;sesuai ganjar omong senyap muas;negative
17713;tuju sesuai prabowo gomong senyap muas;neutral
17714;tarik sabar saksi implementasi ide gagas anies;neutral
17715;gagas anies janji kampanye gubernur jakarta buai pilih jakarta hasil ooo nolbrhati mahasiswa;neutral
17716;brsy orang jakartabrbrada anies kerjabr hater anies bodoh semuabrbrsy kalah debat lawan hater anies lingkung kerja rumah thololbrbranda salah satu;negative
17717;ganjar pranowo emosi kontrol cendrung abuse of powernya presiden bahaya slengean brcek dekat sambo;neutral
17718;urus bicara depan anies jago;neutral
17719;calon presiden baik prabowo subianto anies baswedan pilih salah pilih anies baswedan rekam jejak visi misi terang benderang bahagia rakyat warga negara indonesia khusus tani nelayan buruh guru umkm;neutral
17720;ganjar najwa ganas nanyanyasm mlempem;neutral
17721;rakyat satu ormas islam muhamadiyah nu dsb kristen katolik budha hindu tionghoa jawa jawa tani nelayan buruh mahasiswa pilih anies rakyat indonesia makmur adil sejahtera;neutral
17722;anies bekerjayg bagus bekerjakalau vuman omong doan hadiltapi kerja hasil;positive
17723;najwa sportifdari nada pertanyaanya bacaprespilih kasihkalo cocok hati najwangomongnya potong potongcuakzz;negative
17724;ganjar pranowo jelas gagas detail konkrit bryg ngawang ber wacana;neutral
17725;urus tata yohanies jago tehnis gagas konkritnya iya kalah ganjar;neutral
17726;najwa kasih persentase nilai bebas demokrasi indonesiabranies wakwaaaaaaaaaaaauuuuuuuuuu ciluuuukbaaaaaaaaaaa ashiaaaaaaaaapppp anjaaaaaaaaaaaaayyyyyy bosqyuuuuuuuuuuuuubrnajwa sesal undang orang;positive
17727;puput pakai sugih cinta uang om ahok iya;positive
17728;objektif hormat prabowo prime calon presiden milu kandidat bawa insyaallah putar masuk anies vs ganjar pilih prabowo putar insyaallah anies amin indonesia;neutral
17729;logika primitif tertawa uban turun walisongo darah arab timbul tenggelam darah cna tertawa;neutral
17730;membca kolom kmentar rispek anies moga anies menang amin iya allah;neutral
17731;mantap pilih anies rasid basweda;positive
17732;anjir menang dengarin kata prabowo sesuai refleksi;neutral
17733;kakak nana ganjar koyok konco kentel nyelllll;neutral
17734;insya allah provinsi malu mranis rasyid baswedan bismillah;neutral
17735;kejar nana emosi prabowo temperamental;negative
17736;mantap teori anies maaf pilih ganjar isi;neutral
17737;direktur jabat anies mandor ganjar satpam prabowo;neutral
17738;universitas indonesia tanggal september adu gagas;neutral
17739;hadir anies tunda maksimal september;neutral
17740;acap kali adu gagas debat ajang unjuk gigi pilih melempem eksekusi berangkat dasar gagas janji iya hasil janji tinggal janji alias pesimis muak;negative
17741;pilih rasional pilih amin boikot kebo;positive
17742;jatuh orang lainkita pikir campur urus hati pikir orang jatuh;negative
17743;ganjar selesai pabrik semen rembangbrmana tutup mulut tutup mata rakyat;neutral
17744;leora diri bilang salah nft om ahok dsri program nft salahe jeffrey ivena;negative
17745;rangkai anies jago kerja sar;neutral
17746;salut prabowo bandung langsung yogya mikir adu gagas bangsa proud of;neutral
17747;prabowo anies kesal keliling daerah daerah sempat universitas gajah mada;neutral
17748;lihat pimpin refleksibrprabowo anies refleksi ngena hatibrliat ganjar refleksi isi ciri calon pimpin layak juta orang;neutral
17749;wkwkwkwk mending turun panggung aja jarr ganjar;negative
17750;buat indonesia kenyang buat negeri rangerover aduh ampun mana mana;positive
17751;jatuh bacalon lihat baik rakyat indonesia mudah tipu tau tulus baik indonesia;negative
17752;ganjar banyak ngeles tiap cari aman doang nyiapin slide atur;negative
17753;jawabn anies lapang kerja ekonomi tengah kebawahbisnis daring jualaan;neutral
17754;anies baswedan indonesia aman sejahtera;neutral
17755;pimpin gagas butuh kerja nyata;positive
17756;omong gagas pakai sletttttttttt uban;negative
17757;berakhlakberadabcerdascermatberpengalaman lokal internationalamanahberwawasan luassiapa anies;positive
17758;prabowo dukung anies kerjasama bangun indonesia hilang ego negara pimpin pdip;neutral
17759;isi komentar penuh pilih anies bisabisanya survei tempat tiga bukti benar beli uang ilmu bahagia dengar anies baswedan bicara;neutral
17760;terimakasih anies gen mudah paham papar;positive
17761;moga anies pilih presiden amin;positive
17762;jari senantiasa dukung ganjar pranowo pimpin bangsa;neutral
17763;presiden nyala uud tipikorhukuman mati pimpin sayang rakyat kecoh janji murah;neutral
17764;almarhum gusdur orang tulus bangsa prabowo moga prabowo presiden;positive
17765;gusdur hadir saksi bumi indonesia tulus tulus ubah;positive
17766;gus dur betapa prabowo mudah rayu;positive
17767;presiden tolong ambil gagas anies;neutral
17768;masuk akal anies bodoh uban rambut;negative
17769;rabu september wib anies baswedan menang refleksi kaca;neutral
17770;bilang gagas baik lihat bilang baik realisasi gagas omong tindak omong kosong jago omong hasil;negative
17771;maaf ganjar muter muter kasih fakta kerja jawatengah miskin;negative
17772;bilang anu baik coba tinggal jakarta;neutral
17773;tukang tonton film porno layak presiden;negative
17774;tinggal jejak komentar disinisaya baca komentar jam umum hasil pilih umum presiden penasaran dukung anies hebat kalah kambing hitam;negative
17775;kakak anies baswedan gus muhaimin iskandar pilih pas;neutral
17776;asa kandidat kuat anies prabowo;neutral
17777;anies inspiratif rekam jejak bawa tenang mencermikan tentu bijak atas masalah wawas latar didik hebat;positive
17778;pikir tiga dengar suara rakyat isu panik tengah masyarakat rakyat butuh langsung maju jelas lari sembunyi;negative
17779;keren pintar adil anies pikir sasar papar masuk akalbiasanya pintar halang halangipokonya sehat aniessemoga lindung jahat politik;positive
17780;maju pantang mundur anies takut allah jaga niat rakyat indonesia istri anak cucu dukung anies;positive
17781;anies pikir gagas bagus takut bilang panji jatah;negative
17782;bagus gagas pilih pilih paksa hati aaa ganjar;negative
17783;andai pilih omong kaca pastijokowi bilang;negative
17784;alhamdulillahbrsyukur indonesia anies insyaallah indonesia maju makmur pimpin anies;positive
17785;anies munafikhanya omong kosong pintar silat lidah kerja kosong;negative
17786;ganjar bicara lugas papar penimpin duduk kantor orang lapang;neutral
17787;anies pilih mata najwa live televisi nasional;neutral
17788;adil sosial rakyat indonesia brmoto sukses gaung jokowi ahok brbra lupa;positive
17789;bukti kalimat bagus durb perihal prabowo subianto;positive
17790;komen pro anies gagas moga anies presiden indonesia;neutral
17791;biar negeri cinta nahkoda orang halang;negative
17792;biar negara pimpin tugas partai mikir ditentuin ketua umum partai mimpin negara;neutral
17793;ganjar bukti brpak prabowo ampun brpak anies bacot doang;negative
17794;prabowo jajal cetar presiden partai demokrasi indonesia amis ah tebak;negative
17795;gagas bicara ganjar donald trump yabrkurang serius gampang lupa janji;neutral
17797;ganjar lugas pembawaanya mantap ganjar;neutral
17798;kelas gubernur ibukota anies caperes harta kaya banding calon presiden gubernur jawa tengah tri ketua partaibrterbuti anies jabat bersih korupsi;neutral
17799;tertawa komen anies baik anies baik pernh tinggal jakarta rasa jakarta;positive
17800;tulus bangun maju bangsa turut pprabowo brmeskipun beliau tidah pandai rangkai manis;positive
17801;aduh ganjar kna suka nana plih aplg porum internasionl tutup mata;positive
17802;pimpin cerdas pintar iya tuju faktor harusdi milik pimpin;positive
17803;lihat hasil pintar bicara bekerjasama guna;neutral
17804;suka letjen purn prabowo subianto;neutral
17805;tanah tol rumah daerah situ pindah daerah zaman surabaya pindah lumpur lapindo malang;neutral
17806;sadar prabowo blunder ktm anak dkira umur trnyt stunting rakyat kkurgn gizi;neutral
17807;fakta prabowo observasi anak sesuai tumbuh iya stunting gizi pakai akun bodong;neutral
17808;bicara agas cerdas imbang sikap tulus layan pintar atur kadang lupa eksekusi bijak gagas cerdas kadang pental setir pilih presiden jujur adil bijaksana;positive
